reporting_week,reporting_month,reporting_quarter,reporting_year,product_group_l1,product_name,product,region,country,channel,channel_type,customer_segment,acquisition_channel,customer_type,volume,revenue
2023-03-06,2023-03-01,2023-Q1,2023,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,231730,65127
2023-03-06,2023-03-01,2023-Q1,2023,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,80714,22231
2023-03-13,2023-03-01,2023-Q1,2023,Core Products,Core Product,Annual Contract,NA,US,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1067060,311846
2023-03-13,2023-03-01,2023-Q1,2023,Core Products,Core Product,Monthly Subscription,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,783688,231536
2023-03-13,2023-03-01,2023-Q1,2023,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,423256,124569
2023-03-13,2023-03-01,2023-Q1,2023,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,166819,49816
2023-03-13,2023-03-01,2023-Q1,2023,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,386349,76813
2023-03-13,2023-03-01,2023-Q1,2023,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,268169,54914
2023-03-13,2023-03-01,2023-Q1,2023,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,161521,33157
2023-03-13,2023-03-01,2023-Q1,2023,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,62064,12883
2023-03-13,2023-03-01,2023-Q1,2023,Growth Products,Analytics Add-on,Usage-Based,NA,US,Direct,Sales-Led,Mid-Market,Organic Search,Digital-First,361380,127267
2023-03-13,2023-03-01,2023-Q1,2023,Growth Products,Analytics Add-on,Annual Contract,EMEA,UK,Partner,Partner-Led,Mid-Market,Paid Search,Digital-First,223325,75655
2023-03-13,2023-03-01,2023-Q1,2023,Growth Products,Analytics Add-on,Usage-Based,APAC,Australia,Self-Serve,Product-Led,Mid-Market,Referral,Digital-First,136366,49825
2023-03-13,2023-03-01,2023-Q1,2023,Growth Products,Analytics Add-on,Annual Contract,LATAM,Mexico,Inbound,Marketing-Led,Mid-Market,Partnership,Digital-First,53350,17764
2023-03-13,2023-03-01,2023-Q1,2023,Growth Products,Enterprise Suite,Annual Contract,NA,Canada,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,596159,166634
2023-03-13,2023-03-01,2023-Q1,2023,Growth Products,Enterprise Suite,Volume License,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,354323,103754
2023-03-13,2023-03-01,2023-Q1,2023,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,213737,59457
2023-03-13,2023-03-01,2023-Q1,2023,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,82359,22814
2023-03-20,2023-03-01,2023-Q1,2023,Core Products,Core Product,Annual Contract,NA,US,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1097524,326673
2023-03-20,2023-03-01,2023-Q1,2023,Core Products,Core Product,Monthly Subscription,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,694888,215947
2023-03-20,2023-03-01,2023-Q1,2023,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,469142,137288
2023-03-20,2023-03-01,2023-Q1,2023,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,168742,52855
2023-03-20,2023-03-01,2023-Q1,2023,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,395135,81783
2023-03-20,2023-03-01,2023-Q1,2023,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,246505,51644
2023-03-20,2023-03-01,2023-Q1,2023,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,158814,32654
2023-03-20,2023-03-01,2023-Q1,2023,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,61126,12035
2023-03-20,2023-03-01,2023-Q1,2023,Growth Products,Analytics Add-on,Usage-Based,NA,US,Direct,Sales-Led,Mid-Market,Organic Search,Digital-First,330252,115822
2023-03-20,2023-03-01,2023-Q1,2023,Growth Products,Analytics Add-on,Annual Contract,EMEA,UK,Partner,Partner-Led,Mid-Market,Paid Search,Digital-First,222689,79136
2023-03-20,2023-03-01,2023-Q1,2023,Growth Products,Analytics Add-on,Usage-Based,APAC,Australia,Self-Serve,Product-Led,Mid-Market,Referral,Digital-First,143664,52145
2023-03-20,2023-03-01,2023-Q1,2023,Growth Products,Analytics Add-on,Annual Contract,LATAM,Mexico,Inbound,Marketing-Led,Mid-Market,Partnership,Digital-First,54834,19310
2023-03-20,2023-03-01,2023-Q1,2023,Growth Products,Enterprise Suite,Annual Contract,NA,Canada,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,570861,162058
2023-03-20,2023-03-01,2023-Q1,2023,Growth Products,Enterprise Suite,Volume License,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,385627,108594
2023-03-20,2023-03-01,2023-Q1,2023,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,225898,60598
2023-03-20,2023-03-01,2023-Q1,2023,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,93809,26132
2023-03-27,2023-03-01,2023-Q1,2023,Core Products,Core Product,Annual Contract,NA,US,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1106761,320016
2023-03-27,2023-03-01,2023-Q1,2023,Core Products,Core Product,Monthly Subscription,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,721870,224386
2023-03-27,2023-03-01,2023-Q1,2023,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,459439,131116
2023-03-27,2023-03-01,2023-Q1,2023,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,181466,54519
2023-03-27,2023-03-01,2023-Q1,2023,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,380971,73105
2023-03-27,2023-03-01,2023-Q1,2023,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,234909,47292
2023-03-27,2023-03-01,2023-Q1,2023,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,144537,29741
2023-03-27,2023-03-01,2023-Q1,2023,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,55936,11522
2023-03-27,2023-03-01,2023-Q1,2023,Growth Products,Analytics Add-on,Usage-Based,NA,US,Direct,Sales-Led,Mid-Market,Organic Search,Digital-First,350869,119864
2023-03-27,2023-03-01,2023-Q1,2023,Growth Products,Analytics Add-on,Annual Contract,EMEA,UK,Partner,Partner-Led,Mid-Market,Paid Search,Digital-First,216952,79273
2023-03-27,2023-03-01,2023-Q1,2023,Growth Products,Analytics Add-on,Usage-Based,APAC,Australia,Self-Serve,Product-Led,Mid-Market,Referral,Digital-First,141328,50177
2023-03-27,2023-03-01,2023-Q1,2023,Growth Products,Analytics Add-on,Annual Contract,LATAM,Mexico,Inbound,Marketing-Led,Mid-Market,Partnership,Digital-First,51554,18727
2023-03-27,2023-03-01,2023-Q1,2023,Growth Products,Enterprise Suite,Annual Contract,NA,Canada,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,606314,173602
2023-03-27,2023-03-01,2023-Q1,2023,Growth Products,Enterprise Suite,Volume License,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,365030,97966
2023-03-27,2023-03-01,2023-Q1,2023,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,244395,69499
2023-03-27,2023-03-01,2023-Q1,2023,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,82989,24379
2023-04-03,2023-04-01,2023-Q2,2023,Core Products,Core Product,Annual Contract,NA,US,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1108334,339233
2023-04-03,2023-04-01,2023-Q2,2023,Core Products,Core Product,Monthly Subscription,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,844902,256747
2023-04-03,2023-04-01,2023-Q2,2023,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,487288,147464
2023-04-03,2023-04-01,2023-Q2,2023,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,170591,50135
2023-04-03,2023-04-01,2023-Q2,2023,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,361774,71882
2023-04-03,2023-04-01,2023-Q2,2023,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,276775,55591
2023-04-03,2023-04-01,2023-Q2,2023,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,145671,30183
2023-04-03,2023-04-01,2023-Q2,2023,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,62218,12130
2023-04-03,2023-04-01,2023-Q2,2023,Growth Products,Analytics Add-on,Usage-Based,NA,US,Direct,Sales-Led,Mid-Market,Organic Search,Digital-First,356480,121453
2023-04-03,2023-04-01,2023-Q2,2023,Growth Products,Analytics Add-on,Annual Contract,EMEA,UK,Partner,Partner-Led,Mid-Market,Paid Search,Digital-First,267948,89824
2023-04-03,2023-04-01,2023-Q2,2023,Growth Products,Analytics Add-on,Usage-Based,APAC,Australia,Self-Serve,Product-Led,Mid-Market,Referral,Digital-First,157984,56140
2023-04-03,2023-04-01,2023-Q2,2023,Growth Products,Analytics Add-on,Annual Contract,LATAM,Mexico,Inbound,Marketing-Led,Mid-Market,Partnership,Digital-First,59750,20078
2023-04-03,2023-04-01,2023-Q2,2023,Growth Products,Enterprise Suite,Annual Contract,NA,Canada,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,565074,160447
2023-04-03,2023-04-01,2023-Q2,2023,Growth Products,Enterprise Suite,Volume License,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,441820,127895
2023-04-03,2023-04-01,2023-Q2,2023,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,255585,68879
2023-04-03,2023-04-01,2023-Q2,2023,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,96552,27147
2023-04-10,2023-04-01,2023-Q2,2023,Core Products,Core Product,Annual Contract,NA,US,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1182540,362082
2023-04-10,2023-04-01,2023-Q2,2023,Core Products,Core Product,Monthly Subscription,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,732553,230043
2023-04-10,2023-04-01,2023-Q2,2023,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,486095,149645
2023-04-10,2023-04-01,2023-Q2,2023,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,188587,56230
2023-04-10,2023-04-01,2023-Q2,2023,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,378052,74902
2023-04-10,2023-04-01,2023-Q2,2023,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,275723,54965
2023-04-10,2023-04-01,2023-Q2,2023,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,162940,33727
2023-04-10,2023-04-01,2023-Q2,2023,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,58611,11985
2023-04-10,2023-04-01,2023-Q2,2023,Growth Products,Analytics Add-on,Usage-Based,NA,US,Direct,Sales-Led,Mid-Market,Organic Search,Digital-First,353033,119534
2023-04-10,2023-04-01,2023-Q2,2023,Growth Products,Analytics Add-on,Annual Contract,EMEA,UK,Partner,Partner-Led,Mid-Market,Paid Search,Digital-First,266679,94627
2023-04-10,2023-04-01,2023-Q2,2023,Growth Products,Analytics Add-on,Usage-Based,APAC,Australia,Self-Serve,Product-Led,Mid-Market,Referral,Digital-First,147906,49548
2023-04-10,2023-04-01,2023-Q2,2023,Growth Products,Analytics Add-on,Annual Contract,LATAM,Mexico,Inbound,Marketing-Led,Mid-Market,Partnership,Digital-First,60895,21094
2023-04-10,2023-04-01,2023-Q2,2023,Growth Products,Enterprise Suite,Annual Contract,NA,Canada,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,623169,175557
2023-04-10,2023-04-01,2023-Q2,2023,Growth Products,Enterprise Suite,Volume License,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,422697,120079
2023-04-10,2023-04-01,2023-Q2,2023,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,234138,63797
2023-04-10,2023-04-01,2023-Q2,2023,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,95674,27190
2023-04-17,2023-04-01,2023-Q2,2023,Core Products,Core Product,Annual Contract,NA,US,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1119124,319724
2023-04-17,2023-04-01,2023-Q2,2023,Core Products,Core Product,Monthly Subscription,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,772035,224954
2023-04-17,2023-04-01,2023-Q2,2023,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,463968,133631
2023-04-17,2023-04-01,2023-Q2,2023,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,179192,51747
2023-04-17,2023-04-01,2023-Q2,2023,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,374962,77453
2023-04-17,2023-04-01,2023-Q2,2023,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,246877,49053
2023-04-17,2023-04-01,2023-Q2,2023,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,144780,28642
2023-04-17,2023-04-01,2023-Q2,2023,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,64361,12611
2023-04-17,2023-04-01,2023-Q2,2023,Growth Products,Analytics Add-on,Usage-Based,NA,US,Direct,Sales-Led,Mid-Market,Organic Search,Digital-First,376828,126533
2023-04-17,2023-04-01,2023-Q2,2023,Growth Products,Analytics Add-on,Annual Contract,EMEA,UK,Partner,Partner-Led,Mid-Market,Paid Search,Digital-First,247479,88543
2023-04-17,2023-04-01,2023-Q2,2023,Growth Products,Analytics Add-on,Usage-Based,APAC,Australia,Self-Serve,Product-Led,Mid-Market,Referral,Digital-First,160598,58202
2023-04-17,2023-04-01,2023-Q2,2023,Growth Products,Analytics Add-on,Annual Contract,LATAM,Mexico,Inbound,Marketing-Led,Mid-Market,Partnership,Digital-First,55975,20505
2023-04-17,2023-04-01,2023-Q2,2023,Growth Products,Enterprise Suite,Annual Contract,NA,Canada,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,617387,180591
2023-04-17,2023-04-01,2023-Q2,2023,Growth Products,Enterprise Suite,Volume License,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,417274,121120
2023-04-17,2023-04-01,2023-Q2,2023,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,236236,66151
2023-04-17,2023-04-01,2023-Q2,2023,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,103874,30243
2023-04-24,2023-04-01,2023-Q2,2023,Core Products,Core Product,Annual Contract,NA,US,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1288898,398548
2023-04-24,2023-04-01,2023-Q2,2023,Core Products,Core Product,Monthly Subscription,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,759134,221627
2023-04-24,2023-04-01,2023-Q2,2023,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,470570,147522
2023-04-24,2023-04-01,2023-Q2,2023,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,197833,59781
2023-04-24,2023-04-01,2023-Q2,2023,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,363359,74851
2023-04-24,2023-04-01,2023-Q2,2023,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,259858,49734
2023-04-24,2023-04-01,2023-Q2,2023,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,153807,32000
2023-04-24,2023-04-01,2023-Q2,2023,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,57967,11086
2023-04-24,2023-04-01,2023-Q2,2023,Growth Products,Analytics Add-on,Usage-Based,NA,US,Direct,Sales-Led,Mid-Market,Organic Search,Digital-First,406973,139433
2023-04-24,2023-04-01,2023-Q2,2023,Growth Products,Analytics Add-on,Annual Contract,EMEA,UK,Partner,Partner-Led,Mid-Market,Paid Search,Digital-First,259871,95168
2023-04-24,2023-04-01,2023-Q2,2023,Growth Products,Analytics Add-on,Usage-Based,APAC,Australia,Self-Serve,Product-Led,Mid-Market,Referral,Digital-First,162232,58139
2023-04-24,2023-04-01,2023-Q2,2023,Growth Products,Analytics Add-on,Annual Contract,LATAM,Mexico,Inbound,Marketing-Led,Mid-Market,Partnership,Digital-First,63606,21237
2023-04-24,2023-04-01,2023-Q2,2023,Growth Products,Enterprise Suite,Annual Contract,NA,Canada,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,583811,164082
2023-04-24,2023-04-01,2023-Q2,2023,Growth Products,Enterprise Suite,Volume License,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,425985,117988
2023-04-24,2023-04-01,2023-Q2,2023,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,260718,71106
2023-04-24,2023-04-01,2023-Q2,2023,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,95744,27883
2023-05-01,2023-05-01,2023-Q2,2023,Core Products,Core Product,Annual Contract,NA,US,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1233792,369937
2023-05-01,2023-05-01,2023-Q2,2023,Core Products,Core Product,Monthly Subscription,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,861016,256322
2023-05-01,2023-05-01,2023-Q2,2023,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,491825,146614
2023-05-01,2023-05-01,2023-Q2,2023,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,193519,55300
2023-05-01,2023-05-01,2023-Q2,2023,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,394787,80558
2023-05-01,2023-05-01,2023-Q2,2023,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,255412,51228
2023-05-01,2023-05-01,2023-Q2,2023,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,156560,31564
